City,Date,Temperature_Max,Temperature_Min,Apparent_Temperature_Max,Apparent_Temperature_Min,Precipitation,Rainfall,Weather_code,WindSpeed,WindGusts,WindDirection,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Month,Season
Delhi,22-07-2024,34.7,27.7,41.4,35,5.9,5.9,63,9.9,19.4,119,46.75,91.8,70.55,96.9,0.89,80.75,85,7,Monsoon
Delhi,23-07-2024,34.8,27.1,43.3,33.3,5.2,5.2,61,13.9,21.2,107,51.15,100.44,77.19,106.02,0.98,88.35,93,7,Monsoon
Delhi,24-07-2024,33.6,26.6,40.5,33,8,8,63,9.2,20.9,97,53.35,104.76,80.51,110.58,1.02,92.15,97,7,Monsoon
Delhi,25-07-2024,34.8,27.4,42.9,34,0.5,0.5,51,10.7,16.6,79,59.95,117.72,90.47,124.26,1.14,103.55,109,7,Monsoon
Delhi,26-07-2024,33.3,27.7,39,34.2,10.2,10.2,63,9.8,18.4,50,46.2,90.72,69.72,95.76,0.88,79.8,84,7,Monsoon
Delhi,27-07-2024,34.3,28.2,41.6,35.2,2.3,2.3,55,15.4,29.5,78,72.05,141.48,108.73,149.34,1.38,124.45,131,7,Monsoon
Delhi,28-07-2024,35.4,29,41.6,36.4,4,4,63,18.5,39.6,98,45.65,89.64,68.89,94.62,0.87,78.85,83,7,Monsoon
Delhi,29-07-2024,36.4,28.4,42,34.5,0.1,0.1,51,16.9,31,107,41.8,82.08,63.08,86.64,0.8,72.2,76,7,Monsoon
Delhi,30-07-2024,37.4,29.3,43.2,35.6,0,0,3,14.3,27.7,130,53.35,104.76,80.51,110.58,1.02,92.15,97,7,Monsoon
Delhi,31-07-2024,37.4,27,45.8,32,97.6,97.6,65,17.3,31.3,212,52.8,103.68,79.68,109.44,1.01,91.2,96,7,Monsoon
Delhi,01-08-2024,31.4,25.8,38.3,31.5,31,31,63,17.6,34.9,162,35.2,69.12,53.12,72.96,0.67,60.8,64,8,Monsoon
Delhi,02-08-2024,32.2,25.7,37.5,31,3.3,3.3,61,18,32.8,114,41.8,82.08,63.08,86.64,0.8,72.2,76,8,Monsoon
Delhi,03-08-2024,32.3,26.2,37.6,31.4,1.4,1.4,51,22.2,37.4,121,37.4,73.44,56.44,77.52,0.71,64.6,68,8,Monsoon
Delhi,04-08-2024,33.7,26.8,37.4,31.5,0.1,0.1,51,28,48.2,92,35.2,69.12,53.12,72.96,0.67,60.8,64,8,Monsoon
Delhi,05-08-2024,32.7,26.6,36.6,29.5,0.8,0.8,51,31.7,47.5,112,32.45,63.72,48.97,67.26,0.62,56.05,59,8,Monsoon
Delhi,06-08-2024,32,26.4,36.4,31.6,0.1,0.1,51,15.9,26.6,176,33.55,65.88,50.63,69.54,0.64,57.95,61,8,Monsoon
Delhi,07-08-2024,30,25.8,36.4,31.4,14.9,14.9,63,10.2,18.7,199,33.55,65.88,50.63,69.54,0.64,57.95,61,8,Monsoon
Delhi,08-08-2024,31.7,25.8,37.8,31,9.6,9.6,63,12.8,22.3,131,29.7,58.32,44.82,61.56,0.57,51.3,54,8,Monsoon
Delhi,09-08-2024,31.9,25.4,39.1,30.9,35.7,35.7,65,9.3,19.1,102,33.55,65.88,50.63,69.54,0.64,57.95,61,8,Monsoon
Delhi,10-08-2024,31.3,25.1,38,30.5,12.4,12.4,63,10.7,21.6,82,39.05,76.68,58.93,80.94,0.75,67.45,71,8,Monsoon
Delhi,11-08-2024,31.4,25.7,37.8,31.5,17.2,17.2,65,13.2,22,104,37.95,74.52,57.27,78.66,0.72,65.55,69,8,Monsoon
Delhi,12-08-2024,29.9,25.8,37.2,31.1,11.7,11.7,63,13.8,24.1,79,30.8,60.48,46.48,63.84,0.59,53.2,56,8,Monsoon
Delhi,13-08-2024,30.5,25.5,36.4,30.9,7,7,61,16.6,29.2,82,34.65,68.04,52.29,71.82,0.66,59.85,63,8,Monsoon
Delhi,14-08-2024,30.3,26.1,36.9,31.7,8,8,63,12.5,24.8,82,43.45,85.32,65.57,90.06,0.83,75.05,79,8,Monsoon
Delhi,15-08-2024,32.3,26.3,40.2,31.8,11.7,11.7,63,15.5,26.6,107,39.6,77.76,59.76,82.08,0.76,68.4,72,8,Monsoon
Delhi,16-08-2024,32.4,25.7,39.3,30.8,10.6,10.6,63,15.2,29.2,114,34.65,68.04,52.29,71.82,0.66,59.85,63,8,Monsoon
Delhi,17-08-2024,31.9,25.9,38.7,32.4,8.2,8.2,63,10.5,19.4,12,40.7,79.92,61.42,84.36,0.78,70.3,74,8,Monsoon
Delhi,18-08-2024,32.8,26.3,39.1,32.5,4.5,4.5,61,15.8,28.4,279,45.65,89.64,68.89,94.62,0.87,78.85,83,8,Monsoon
Delhi,19-08-2024,33,26.6,39.8,33.3,1.3,1.3,51,16.8,28.1,282,46.2,90.72,69.72,95.76,0.88,79.8,84,8,Monsoon
Delhi,20-08-2024,31.6,26.4,39.6,32.6,6.5,6.5,63,13.4,27.4,218,36.3,71.28,54.78,75.24,0.69,62.7,66,8,Monsoon
Delhi,21-08-2024,32,25.4,39.6,30.8,1.5,1.5,51,8.7,20.5,122,47.85,93.96,72.21,99.18,0.91,82.65,87,8,Monsoon
Delhi,22-08-2024,32.7,24.8,42,30.3,6.2,6.2,63,10.7,24.5,229,46.75,91.8,70.55,96.9,0.89,80.75,85,8,Monsoon
Delhi,23-08-2024,31.2,24.8,37.2,29.4,0.4,0.4,51,9.8,18.7,91,42.35,83.16,63.91,87.78,0.81,73.15,77,8,Monsoon
Delhi,24-08-2024,31.9,25.7,38.4,30.9,7.9,7.9,63,18.4,32.4,52,57.75,113.4,87.15,119.7,1.1,99.75,105,8,Monsoon
Delhi,25-08-2024,32.9,25.2,37.6,29,15.4,15.4,65,21.7,41.8,89,42.35,83.16,63.91,87.78,0.81,73.15,77,8,Monsoon
Delhi,26-08-2024,32.1,26.2,36.9,30.7,4.5,4.5,61,22.8,38.5,100,39.6,77.76,59.76,82.08,0.76,68.4,72,8,Monsoon
Delhi,27-08-2024,31.4,24.5,35.9,27.7,12.8,12.8,63,26.9,46.4,114,35.2,69.12,53.12,72.96,0.67,60.8,64,8,Monsoon
Delhi,28-08-2024,30.5,24.4,35.9,28.7,8.5,8.5,63,17.1,30.2,119,38.5,75.6,58.1,79.8,0.74,66.5,70,8,Monsoon
Delhi,29-08-2024,31.1,24.6,36,28.5,28.6,28.6,65,19.2,31,123,31.9,62.64,48.14,66.12,0.61,55.1,58,8,Monsoon
Delhi,30-08-2024,31.4,25.2,39.1,30.5,7.2,7.2,63,8.8,16.2,97,56.1,110.16,84.66,116.28,1.07,96.9,102,8,Monsoon
Delhi,31-08-2024,33.4,26,39.3,32.2,0,0,3,13.8,24.8,312,50.6,99.36,76.36,104.88,0.97,87.4,92,8,Monsoon
Delhi,01-09-2024,33.7,26,40,31.8,0,0,3,13.3,20.9,328,55.55,109.08,83.83,115.14,1.06,95.95,101,9,Monsoon
Delhi,02-09-2024,31.6,25.2,37.7,29.4,7,7,63,14.9,25.9,106,47.85,93.96,72.21,99.18,0.91,82.65,87,9,Monsoon
Delhi,03-09-2024,31.8,25.5,38.3,30.1,18.5,18.5,65,14.4,25.2,89,48.95,96.12,73.87,101.46,0.93,84.55,89,9,Monsoon
Delhi,04-09-2024,30.8,24.6,37.2,29.6,0.4,0.4,51,11.9,21.6,320,37.95,74.52,57.27,78.66,0.72,65.55,69,9,Monsoon
Delhi,05-09-2024,31.7,25,38.4,30.9,2.9,2.9,53,11.1,20.5,289,45.65,89.64,68.89,94.62,0.87,78.85,83,9,Monsoon
Delhi,06-09-2024,30.8,24.4,36.8,28.3,13.9,13.9,63,14.8,24.8,108,52.25,102.6,78.85,108.3,1,90.25,95,9,Monsoon
Delhi,07-09-2024,30.3,24.3,37.7,29,27,27,63,11,16.6,123,39.05,76.68,58.93,80.94,0.75,67.45,71,9,Monsoon
Delhi,08-09-2024,31.4,24.6,38.5,30.1,9.9,9.9,61,10.7,21.2,305,50.05,98.28,75.53,103.74,0.96,86.45,91,9,Monsoon
Delhi,09-09-2024,32.8,25.6,39,31.3,3.1,3.1,63,13,22,318,62.7,123.12,94.62,129.96,1.2,108.3,114,9,Monsoon
Delhi,10-09-2024,30.5,24.9,38.5,30.2,10.4,10.4,63,10.3,22.3,40,58.3,114.48,87.98,120.84,1.11,100.7,106,9,Monsoon
Delhi,11-09-2024,31.6,25.4,38.7,31.7,27.7,27.7,65,15.3,33.5,359,39.05,76.68,58.93,80.94,0.75,67.45,71,9,Monsoon
Delhi,12-09-2024,27.5,24.1,31.6,27.7,100.9,100.9,65,23.6,37.4,10,35.2,69.12,53.12,72.96,0.67,60.8,64,9,Monsoon
Delhi,13-09-2024,30.7,23.5,36.7,25.5,54.6,54.6,65,24.8,41.4,286,28.6,56.16,43.16,59.28,0.55,49.4,52,9,Monsoon
Delhi,14-09-2024,29.9,23,34.3,27.3,5.7,5.7,61,18.7,32.8,292,34.1,66.96,51.46,70.68,0.65,58.9,62,9,Monsoon
Delhi,15-09-2024,31.3,23,35.2,27.2,0.6,0.6,53,20.1,33.1,286,58.85,115.56,88.81,121.98,1.12,101.65,107,9,Monsoon
Delhi,16-09-2024,32.4,23.7,35.5,25.9,0,0,0,17.3,30.2,288,76.45,150.12,115.37,158.46,1.46,132.05,139,9,Monsoon
Delhi,17-09-2024,31.7,23.7,36,27,0,0,3,11.8,21.2,298,94.6,185.76,142.76,196.08,1.81,163.4,172,9,Monsoon
Delhi,18-09-2024,28.1,23.1,31.6,25.6,48.4,48.4,65,18.2,29.9,41,63.25,124.2,95.45,131.1,1.21,109.25,115,9,Monsoon
Delhi,19-09-2024,29.8,23,34.7,25.7,3.3,3.3,61,16.7,32.4,83,30.8,60.48,46.48,63.84,0.59,53.2,56,9,Monsoon
Delhi,20-09-2024,31.4,24.2,36.1,29.9,0.1,0.1,51,12.7,23.4,133,53.9,105.84,81.34,111.72,1.03,93.1,98,9,Monsoon
Delhi,21-09-2024,31.8,25,37,30,0.3,0.3,51,8.7,18,186,63.8,125.28,96.28,132.24,1.22,110.2,116,9,Monsoon
Delhi,22-09-2024,33.2,25.7,39.1,31.1,0,0,3,7.7,17.3,304,89.1,174.96,134.46,184.68,1.7,153.9,162,9,Monsoon
Delhi,23-09-2024,33.5,25.2,40.1,30.2,0,0,0,11,19.1,296,90.75,178.2,136.95,188.1,1.73,156.75,165,9,Monsoon
Delhi,24-09-2024,33.6,25.3,41,30.7,0,0,2,7.9,11.2,214,107.25,210.6,161.85,222.3,2.05,185.25,195,9,Monsoon
Delhi,25-09-2024,33.1,26.4,39.1,30.9,0.4,0.4,51,15.9,25.6,120,128.15,251.64,193.39,265.62,2.45,221.35,233,9,Monsoon
Delhi,26-09-2024,31.4,25.3,36.6,30.2,0.4,0.4,51,13.8,23.8,114,51.7,101.52,78.02,107.16,0.99,89.3,94,9,Monsoon
Delhi,27-09-2024,31,25,36.5,28.5,1.3,1.3,53,15,28.4,97,44,86.4,66.4,91.2,0.84,76,80,9,Monsoon
Delhi,28-09-2024,30.6,23.1,34.8,27.1,0,0,3,10.8,20.9,80,36.3,71.28,54.78,75.24,0.69,62.7,66,9,Monsoon
Delhi,29-09-2024,30.8,22.9,35.1,27.4,0.2,0.2,51,9.6,18.7,64,40.7,79.92,61.42,84.36,0.78,70.3,74,9,Monsoon
Delhi,30-09-2024,33,23.6,36.1,28,0,0,3,15.5,27,288,69.3,136.08,104.58,143.64,1.32,119.7,126,9,Monsoon
Delhi,01-10-2024,33.6,23.9,37.8,28.3,0,0,0,14.7,25.9,282,81.95,160.92,123.67,169.86,1.56,141.55,149,10,Post-Monsoon
Delhi,02-10-2024,35.2,24.8,38.3,29.2,0,0,0,18,30.6,269,95.15,186.84,143.59,197.22,1.82,164.35,173,10,Post-Monsoon
Delhi,03-10-2024,34.4,24.3,37.4,26.4,0,0,0,17.6,30.2,280,89.1,174.96,134.46,184.68,1.7,153.9,162,10,Post-Monsoon
Delhi,04-10-2024,33.9,23.9,37.6,26.8,0,0,0,13.8,25.6,260,101.2,198.72,152.72,209.76,1.93,174.8,184,10,Post-Monsoon
Delhi,05-10-2024,34.1,24.1,37.2,27.2,0,0,1,18.1,31,267,79.75,156.6,120.35,165.3,1.52,137.75,145,10,Post-Monsoon
Delhi,06-10-2024,34.2,23.6,37.1,25.9,0,0,2,16.9,28.4,305,78.65,154.44,118.69,163.02,1.5,135.85,143,10,Post-Monsoon
Delhi,07-10-2024,32.9,22.3,35.8,25.5,0,0,0,10,22,316,69.3,136.08,104.58,143.64,1.32,119.7,126,10,Post-Monsoon
Delhi,08-10-2024,33.2,22.2,35.8,26.1,0,0,0,10.5,22.3,328,91.85,180.36,138.61,190.38,1.75,158.65,167,10,Post-Monsoon
Delhi,09-10-2024,32.9,20.9,34.6,23.5,0,0,0,15.5,27.7,299,90.2,177.12,136.12,186.96,1.72,155.8,164,10,Post-Monsoon
Delhi,10-10-2024,33.2,21.9,33.4,23.7,0,0,2,14.6,27.4,301,72.6,142.56,109.56,150.48,1.39,125.4,132,10,Post-Monsoon
Delhi,11-10-2024,32.5,19.3,32.2,19.4,0,0,1,15.1,29.5,283,77.55,152.28,117.03,160.74,1.48,133.95,141,10,Post-Monsoon
Delhi,12-10-2024,32.8,19.3,33.1,20.4,0,0,0,11.1,24.1,286,85.25,167.4,128.65,176.7,1.63,147.25,155,10,Post-Monsoon
Delhi,13-10-2024,32.8,19.9,33,22.2,0,0,3,11.1,20.5,317,123.2,241.92,185.92,255.36,2.35,212.8,224,10,Post-Monsoon
Delhi,14-10-2024,32.4,21,32.8,22.3,0,0,1,11.8,22.7,312,128.7,252.72,194.22,266.76,2.46,222.3,234,10,Post-Monsoon
Delhi,15-10-2024,32.7,19.3,32.7,19.5,0,0,0,14.1,26.3,284,108.9,213.84,164.34,225.72,2.08,188.1,198,10,Post-Monsoon
Delhi,16-10-2024,33,19.3,33.3,19.4,0,0,3,10,20.5,263,126.5,248.4,190.9,262.2,2.42,218.5,230,10,Post-Monsoon
Delhi,17-10-2024,33.7,21.1,35.3,23.2,0,0,3,8.9,17.6,92,156.75,307.8,236.55,324.9,2.99,270.75,285,10,Post-Monsoon
Delhi,18-10-2024,34.1,20.9,35.6,23,0,0,0,9.2,17.6,123,160.6,315.36,242.36,332.88,3.07,277.4,292,10,Post-Monsoon
Delhi,19-10-2024,34.4,21.8,36.3,24.4,0,0,0,10.2,20.2,154,152.9,300.24,230.74,316.92,2.92,264.1,278,10,Post-Monsoon
Delhi,20-10-2024,33.6,21.3,35.2,24.3,0,0,0,11.1,23,92,152.35,299.16,229.91,315.78,2.91,263.15,277,10,Post-Monsoon
Delhi,21-10-2024,32.8,21.1,35.3,23.3,0,0,0,10.2,18.7,54,170.5,334.8,257.3,353.4,3.26,294.5,310,10,Post-Monsoon
Delhi,22-10-2024,31.9,20.8,33.3,23,0,0,0,10.3,20.5,34,179.85,353.16,271.41,372.78,3.43,310.65,327,10,Post-Monsoon
Delhi,23-10-2024,32.8,20.5,32.4,22.8,0,0,0,18,32,314,200.2,393.12,302.12,414.96,3.82,345.8,364,10,Post-Monsoon
Delhi,24-10-2024,33.1,20.2,33.8,20.6,0,0,0,14.4,27.4,312,168.3,330.48,253.98,348.84,3.21,290.7,306,10,Post-Monsoon
Delhi,25-10-2024,32.7,19,32.6,19.8,0,0,0,18.6,32.4,303,148.5,291.6,224.1,307.8,2.84,256.5,270,10,Post-Monsoon
Delhi,26-10-2024,32,19.3,32.6,20.7,0,0,0,12.9,25.6,342,140.25,275.4,211.65,290.7,2.68,242.25,255,10,Post-Monsoon
Delhi,27-10-2024,31.6,20.5,34.1,23.2,0,0,0,8.8,20.5,108,195.8,384.48,295.48,405.84,3.74,338.2,356,10,Post-Monsoon
Delhi,28-10-2024,31.9,21.3,33.7,23.9,0,0,0,10.9,23.8,146,167.2,328.32,252.32,346.56,3.19,288.8,304,10,Post-Monsoon
Delhi,29-10-2024,33.5,21,35.9,23.9,0,0,0,8.7,19.4,151,147.4,289.44,222.44,305.52,2.81,254.6,268,10,Post-Monsoon
Delhi,30-10-2024,34.8,21.9,36.2,24.8,0,0,0,13.1,23.8,349,168.85,331.56,254.81,349.98,3.22,291.65,307,10,Post-Monsoon
Delhi,31-10-2024,33.3,21.1,33,22.7,0,0,0,18.6,32.8,296,180.4,354.24,272.24,373.92,3.44,311.6,328,10,Post-Monsoon
Delhi,01-11-2024,32.7,19.4,30.4,19.5,0,0,0,18,32,293,186.45,366.12,281.37,386.46,3.56,322.05,339,11,Post-Monsoon
Delhi,02-11-2024,32,17.9,32.1,18.5,0,0,0,10,18.7,296,174.9,343.44,263.94,362.52,3.34,302.1,318,11,Post-Monsoon
Delhi,03-11-2024,31.7,18.5,30.7,18.9,0,0,0,10.4,20.2,28,209.55,411.48,316.23,434.34,4,361.95,381,11,Post-Monsoon
Delhi,04-11-2024,30.7,17.4,31.2,18.2,0,0,0,8.6,18,298,209,410.4,315.4,433.2,3.99,361,380,11,Post-Monsoon
Delhi,05-11-2024,29.6,18.5,31.6,20,0,0,0,9.7,16.6,80,204.6,401.76,308.76,424.08,3.91,353.4,372,11,Post-Monsoon
Delhi,06-11-2024,30.3,18.5,31.4,20.5,0,0,0,9.7,18.7,283,193.05,379.08,291.33,400.14,3.69,333.45,351,11,Post-Monsoon
Delhi,07-11-2024,30.2,19.5,31.5,21.2,0,0,0,7.9,15.8,136,207.35,407.16,312.91,429.78,3.96,358.15,377,11,Post-Monsoon
Delhi,08-11-2024,30.6,19.5,32.3,21,0,0,0,8.3,14,136,208.45,409.32,314.57,432.06,3.98,360.05,379,11,Post-Monsoon
Delhi,09-11-2024,31,20,32.1,21.9,0,0,1,11.5,23,140,192.5,378,290.5,399,3.68,332.5,350,11,Post-Monsoon
Delhi,10-11-2024,30.6,19.5,32,20.9,0,0,0,8.9,18,99,183.7,360.72,277.22,380.76,3.51,317.3,334,11,Post-Monsoon
Delhi,11-11-2024,29.9,19.3,31.9,21.7,0,0,0,7.4,17.3,73,193.6,380.16,292.16,401.28,3.7,334.4,352,11,Post-Monsoon
Delhi,12-11-2024,31.5,19.7,31.1,22.1,0,0,0,16.2,27.7,272,183.7,360.72,277.22,380.76,3.51,317.3,334,11,Post-Monsoon
Delhi,13-11-2024,30.1,18.7,29.5,20.1,0,0,0,10,28.4,297,229.9,451.44,346.94,476.52,4.39,397.1,418,11,Post-Monsoon
Delhi,14-11-2024,29.9,18.4,29.5,20.1,0,0,0,9.3,25.2,295,233.2,457.92,351.92,483.36,4.45,402.8,424,11,Post-Monsoon
Delhi,15-11-2024,29.1,18.3,27.8,19.5,0,0,0,12,30.6,296,217.8,427.68,328.68,451.44,4.16,376.2,396,11,Post-Monsoon
Delhi,16-11-2024,28.8,17.4,28,18.5,0,0,0,9.9,27.7,297,229.35,450.36,346.11,475.38,4.38,396.15,417,11,Post-Monsoon
Delhi,17-11-2024,28.4,17.6,28.4,18.9,0,0,0,8.7,23.8,301,242.55,476.28,366.03,502.74,4.63,418.95,441,11,Post-Monsoon
Delhi,18-11-2024,26.4,15.6,25.5,16.1,0,0,0,7.6,22.7,295,271.7,533.52,410.02,563.16,5.19,469.3,494,11,Post-Monsoon
Delhi,19-11-2024,25.9,13.7,24,13.5,0,0,0,8.4,25.6,292,253,496.8,381.8,524.4,4.83,437,460,11,Post-Monsoon
Delhi,20-11-2024,26,13.2,23.9,12.6,0,0,0,8.4,24.8,290,230.45,452.52,347.77,477.66,4.4,398.05,419,11,Post-Monsoon
Delhi,21-11-2024,25.8,13.1,24,12.3,0,0,0,7.4,23,288,204.05,400.68,307.93,422.94,3.9,352.45,371,11,Post-Monsoon
Delhi,22-11-2024,26.3,13.7,25,13.3,0,0,0,6.6,21.6,292,216.15,424.44,326.19,448.02,4.13,373.35,393,11,Post-Monsoon
Delhi,23-11-2024,27.5,14.2,25.9,14.3,0,0,0,6.1,21.2,245,226.6,444.96,341.96,469.68,4.33,391.4,412,11,Post-Monsoon
Delhi,24-11-2024,27.7,15.7,25.8,14.5,0,0,0,9.7,27.7,269,174.9,343.44,263.94,362.52,3.34,302.1,318,11,Post-Monsoon
Delhi,25-11-2024,25.9,14.9,24.8,15,0,0,0,10.5,29.5,286,191.95,376.92,289.67,397.86,3.66,331.55,349,11,Post-Monsoon
Delhi,26-11-2024,25.6,13.6,23.7,13.5,0,0,0,10,27.7,287,188.65,370.44,284.69,391.02,3.6,325.85,343,11,Post-Monsoon
Delhi,27-11-2024,25.9,13.2,24,12.6,0,0,0,8.2,23.8,304,166.65,327.24,251.49,345.42,3.18,287.85,303,11,Post-Monsoon
Delhi,28-11-2024,25.4,12.6,23.5,12.1,0,0,0,6.4,20.2,341,178.75,351,269.75,370.5,3.41,308.75,325,11,Post-Monsoon
Delhi,29-11-2024,24.4,12.2,23.8,12.1,0,0,0,4.3,16.6,354,182.05,357.48,274.73,377.34,3.48,314.45,331,11,Post-Monsoon
Delhi,30-11-2024,24.8,12.2,23.3,11.9,0,0,0,7.9,22.3,312,190.3,373.68,287.18,394.44,3.63,328.7,346,11,Post-Monsoon
Delhi,01-12-2024,24.8,14,23.7,14.1,0,0,0,7.6,22,300,156.75,307.8,236.55,324.9,2.99,270.75,285,12,Winter
Delhi,02-12-2024,25.7,13.4,24.3,13.3,0,0,0,7,22,301,154,302.4,232.4,319.2,2.94,266,280,12,Winter
Delhi,03-12-2024,26.4,13.3,24.4,13.2,0,0,0,10.5,27.4,308,147.4,289.44,222.44,305.52,2.81,254.6,268,12,Winter
Delhi,04-12-2024,25.6,15.1,23.3,14.2,0,0,0,14,34.2,298,97.9,192.24,147.74,202.92,1.87,169.1,178,12,Winter
Delhi,05-12-2024,23.6,11.6,20.3,9.9,0,0,0,12.2,31,280,90.75,178.2,136.95,188.1,1.73,156.75,165,12,Winter
Delhi,06-12-2024,23.6,11.1,21,9.4,0,0,0,11.8,31.7,287,108.35,212.76,163.51,224.58,2.07,187.15,197,12,Winter
Delhi,07-12-2024,23,9.5,20.5,7.7,0,0,0,4.6,14.4,291,128.15,251.64,193.39,265.62,2.45,221.35,233,12,Winter
Delhi,08-12-2024,22.5,11.2,19.9,9.1,0.6,0.6,51,12.9,31.3,127,166.1,326.16,250.66,344.28,3.17,286.9,302,12,Winter
Delhi,09-12-2024,20.3,10.8,19.4,10,0,0,0,8.9,18.4,44,102.3,200.88,154.38,212.04,1.95,176.7,186,12,Winter
Delhi,10-12-2024,20.2,9.5,16.4,8.1,0,0,0,12.7,31.7,303,128.7,252.72,194.22,266.76,2.46,222.3,234,12,Winter
Delhi,11-12-2024,20.3,8.1,17.1,5.1,0,0,0,10,27,292,109.45,214.92,165.17,226.86,2.09,189.05,199,12,Winter
Delhi,12-12-2024,20.6,7.2,17.5,4.9,0,0,0,9.6,27,299,158.4,311.04,239.04,328.32,3.02,273.6,288,12,Winter
Delhi,13-12-2024,20.5,9.1,16.7,6.4,0,0,0,14.4,36.4,294,144.1,282.96,217.46,298.68,2.75,248.9,262,12,Winter
Delhi,14-12-2024,20.7,8.5,17.5,5.3,0,0,0,11.2,27.4,286,106.15,208.44,160.19,220.02,2.03,183.35,193,12,Winter
Delhi,15-12-2024,20.7,7,18.3,4.9,0,0,0,5.6,16.2,297,161.7,317.52,244.02,335.16,3.09,279.3,294,12,Winter
Delhi,16-12-2024,20.9,6.6,19.6,5,0,0,1,4.4,16.9,323,208.45,409.32,314.57,432.06,3.98,360.05,379,12,Winter
Delhi,17-12-2024,20.4,7.3,19.4,6.2,0,0,3,4.4,14.8,330,238.15,467.64,359.39,493.62,4.55,411.35,433,12,Winter
Delhi,18-12-2024,21,7.3,19.3,5.9,0,0,3,7.2,17.6,277,244.75,480.6,369.35,507.3,4.67,422.75,445,12,Winter
Delhi,19-12-2024,21.1,7.7,18.7,6.4,0,0,0,7.5,23.4,121,248.05,487.08,374.33,514.14,4.74,428.45,451,12,Winter
Delhi,20-12-2024,23,9.9,21.2,8.9,0,0,0,6.6,16.6,4,235.95,463.32,356.07,489.06,4.5,407.55,429,12,Winter
Delhi,21-12-2024,22.1,8.7,20,7.6,0,0,1,6.8,20.5,321,203.5,399.6,307.1,421.8,3.89,351.5,370,12,Winter
Delhi,22-12-2024,22.6,9.9,21.1,9.1,0,0,3,5.6,14.8,101,224.95,441.72,339.47,466.26,4.29,388.55,409,12,Winter
Delhi,23-12-2024,18.2,11.3,16.5,9.9,0.6,0.6,53,10.3,26.6,97,223.3,438.48,336.98,462.84,4.26,385.7,406,12,Winter
Delhi,24-12-2024,18.7,11.3,18.6,9.9,2.5,2.5,61,9.1,20.9,48,202.95,398.52,306.27,420.66,3.87,350.55,369,12,Winter
Delhi,25-12-2024,20.6,10.1,19.6,9.4,0,0,1,7.2,20.2,324,184.8,362.88,278.88,383.04,3.53,319.2,336,12,Winter
Delhi,26-12-2024,22.5,9.7,21.9,9,0,0,3,4.6,12.6,357,189.75,372.6,286.35,393.3,3.62,327.75,345,12,Winter
Delhi,27-12-2024,16.8,14.1,16.6,13.6,31.9,31.9,63,10.9,29.2,64,194.15,381.24,292.99,402.42,3.71,335.35,353,12,Winter
Delhi,28-12-2024,18.2,12.1,18.8,11.7,2.9,2.9,61,7.6,17.6,340,76.45,150.12,115.37,158.46,1.46,132.05,139,12,Winter
Delhi,29-12-2024,18.4,10.7,17.7,9.6,0,0,3,8.9,23.4,305,123.75,243,186.75,256.5,2.36,213.75,225,12,Winter
Delhi,30-12-2024,18.3,9.5,17.9,8.1,0,0,3,9.2,24.1,284,95.15,186.84,143.59,197.22,1.82,164.35,173,12,Winter
Delhi,31-12-2024,16,7.6,15.7,6.2,0,0,3,4.8,14.8,287,155.65,305.64,234.89,322.62,2.97,268.85,283,12,Winter
Mumbai,01-01-2019,29.9,15,29.9,14.2,0,0,3,13.9,27.7,17,106.7,209.52,161.02,221.16,2.04,184.3,194,1,Winter
Mumbai,02-01-2019,30.2,15.5,30.5,14.6,0,0,3,17.9,31,354,99,194.4,149.4,205.2,1.89,171,180,1,Winter
Mumbai,03-01-2019,29.5,15.1,30.2,14.1,0,0,0,13,22.7,0,146.85,288.36,221.61,304.38,2.8,253.65,267,1,Winter
Mumbai,04-01-2019,30.1,15.5,30.8,15,0,0,0,16.3,31,351,122.65,240.84,185.09,254.22,2.34,211.85,223,1,Winter
Mumbai,05-01-2019,28.5,16.1,29,15.7,0,0,2,15.6,33.5,339,97.9,192.24,147.74,202.92,1.87,169.1,178,1,Winter
Mumbai,06-01-2019,30,16.7,28.8,16.2,0,0,0,23.7,44.6,347,105.6,207.36,159.36,218.88,2.02,182.4,192,1,Winter
Mumbai,07-01-2019,30.6,17.8,31.2,16.8,0,0,0,20.3,35.3,359,80.3,157.68,121.18,166.44,1.53,138.7,146,1,Winter
Mumbai,08-01-2019,30,17.4,30.5,16.1,0,0,0,17.1,33.8,0,88.55,173.88,133.63,183.54,1.69,152.95,161,1,Winter
Mumbai,09-01-2019,28.1,14.5,28.4,13.9,0,0,2,16.8,33.5,342,84.7,166.32,127.82,175.56,1.62,146.3,154,1,Winter
Mumbai,10-01-2019,28.9,14.8,30,14.4,0,0,3,14.5,28.1,349,120.45,236.52,181.77,249.66,2.3,208.05,219,1,Winter
Mumbai,11-01-2019,28.7,15.5,28.9,15.3,0,0,0,16.3,33.8,337,116.6,228.96,175.96,241.68,2.23,201.4,212,1,Winter
Mumbai,12-01-2019,27.3,16.2,29,16.2,0,0,0,17.1,34.2,338,110,216,166,228,2.1,190,200,1,Winter
Mumbai,13-01-2019,29.5,16.1,29,15.4,0,0,0,19.6,38.5,344,113.3,222.48,170.98,234.84,2.16,195.7,206,1,Winter
Mumbai,14-01-2019,29.8,16.7,30.8,15.7,0,0,0,18.7,36,352,89.65,176.04,135.29,185.82,1.71,154.85,163,1,Winter
